timestamp,model,is_final,seed,hopper_normalized_score,elapsed_train_hopper,elapsed_train_walker2d,elapsed_train_halfcheetah,walker2d_normalized_score,halfcheetah_normalized_score
2026-04-26T01:38:15.990909+00:00,baseline:default,true,42,0.9966,16776,16673,16696,0.9042,0.5132
2026-04-27T09:17:53.507567+00:00,baseline:default,true,123,1.0178,16810,16769,16715,0.8882,0.5126
2026-04-27T09:15:14.931129+00:00,baseline:default,true,456,1.016,16704,16826,16589,0.9058,0.5134
2026-04-27T09:17:53.507567+00:00,baseline:default,true,mean,1.0101333333333333,16763.333333333332,16756.0,16666.666666666668,0.8994,0.5130666666666667
2026-04-26T21:12:55.941952+00:00,baseline:diffusion_policy,true,42,0.4817,2622,2661,2654,0.6669,0.42
2026-04-30T15:09:33.498698+00:00,baseline:diffusion_policy,true,123,0.4961,2098,2135,2136,0.6433,0.4247
2026-04-30T15:22:41.402164+00:00,baseline:diffusion_policy,true,456,0.4921,2079,2131,2272,0.6573,0.4226
2026-04-30T15:22:41.402164+00:00,baseline:diffusion_policy,true,mean,0.48996666666666666,2266.3333333333335,2309.0,2354.0,0.6558333333333334,0.4224333333333334
2026-04-27T01:08:21.639654+00:00,baseline:idql,true,42,0.6301,5792,5828,5820,0.8256,0.4747
2026-04-30T16:26:32.883687+00:00,baseline:idql,true,123,0.6168,4580,4578,4574,0.828,0.4764
2026-04-30T16:26:32.883687+00:00,baseline:idql,true,mean,0.6234500000000001,5186.0,5203.0,5197.0,0.8268,0.47555000000000003
2026-05-02T08:33:33.774538+00:00,claude-opus-4-6,false,42,0.9981,17854.7,17976.9,18023.3,0.8679,0.5123
2026-05-02T23:18:35.436400+00:00,claude-opus-4-6,false,42,0.9621,17790.3,17583.8,17661.0,0.5227,0.5369
2026-05-03T14:04:23.736331+00:00,claude-opus-4-6,false,42,0.9995,17549.3,17883.7,17653.8,0.8732,0.511
2026-05-03T14:04:23.740341+00:00,claude-opus-4-6,true,42,0.9995,17549.3,17883.7,17653.8,0.8732,0.511
2026-05-01T17:36:10.250095+00:00,gemini/gemini-3.1-pro-preview,false,42,,1.9,1.9,1.9,,
2026-05-01T17:36:33.286885+00:00,gemini/gemini-3.1-pro-preview,false,42,,1.9,1.9,1.9,,
2026-05-02T14:15:53.326068+00:00,gemini/gemini-3.1-pro-preview,false,42,0.8801,24547.9,24880.2,24842.1,0.8445,0.5144
2026-05-02T14:15:53.326735+00:00,gemini/gemini-3.1-pro-preview,true,42,0.8801,24547.9,24880.2,24842.1,0.8445,0.5144
2026-05-02T11:44:29.972388+00:00,openai/gpt-5.4,false,42,0.9186,22051.6,21873.6,21515.4,0.8635,0.5013
2026-05-03T03:10:10.714361+00:00,openai/gpt-5.4,false,42,0.9961,18443.1,18725.1,18338.4,0.8037,0.5011
2026-05-03T12:19:48.563921+00:00,openai/gpt-5.4,false,42,0.6111,21936,21986,21821,0.8251,0.4829
2026-05-03T03:10:14.456601+00:00,openai/gpt-5.4,true,42,,22051.6,21873.6,21515.4,0.8635,0.5013
2026-05-02T12:59:25.011779+00:00,qwen3.6-plus,false,42,0.3253,23089.3,23286.1,23140.3,-0.0038,0.0228
2026-05-03T08:00:13.192774+00:00,qwen3.6-plus,false,42,,22394.5,22909.2,22698.8,,
2026-05-03T13:20:03.180354+00:00,qwen3.6-plus,false,42,0.1583,23028,22957,23366,0.3233,0.0007
2026-05-03T08:00:21.976994+00:00,qwen3.6-plus,true,42,,22394.5,22909.2,22698.8,,
2026-05-02T07:54:13.993753+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,,1.9,1.9,1.9,,
2026-05-02T07:57:53.961210+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,,2.1,1.9,1.9,,
2026-05-02T11:13:25.965585+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,1.0148,20627.3,20637.5,20518.5,0.9105,0.5125
2026-05-02T11:14:13.675899+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,true,42,1.0148,20627.3,20637.5,20518.5,0.9105,0.5125
2026-07-18T04:42:53.596336+00:00,baseline:diffusion_policy,false,1,,,,,,
2026-07-18T04:42:53.597292+00:00,baseline:idql,false,1,,,,,,
2026-07-18T04:42:54.419886+00:00,baseline:default,false,1,,,,,,
2026-07-18T04:50:53.405906+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,
2026-07-18T04:52:05.000989+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,
2026-07-18T04:55:28.346929+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,
2026-07-18T04:55:39.360539+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,
2026-07-18T10:46:56.957723+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:46:59.112317+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:47:55.862462+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:48:02.376847+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:52:31.703551+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:52:32.015729+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:52:44.616905+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T10:52:49.234887+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T10:53:07.445605+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:53:25.686011+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:53:34.529506+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:53:55.232513+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:53:58.431727+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:53:59.955805+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:54:01.706518+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:54:39.668824+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:55:12.334690+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:55:21.924422+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T10:55:58.423549+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:56:10.124551+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T10:56:16.302201+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:56:26.795493+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,
2026-07-18T10:57:09.712432+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:58:00.327809+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:58:16.250748+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T10:58:19.325092+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:58:46.781475+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T10:59:28.894601+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:00:48.507205+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:00:58.501257+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,
2026-07-18T11:01:40.884015+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:02:46.394517+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:02:51.183887+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:03:18.349191+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T11:08:24.636889+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:09:40.361662+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,
2026-07-18T12:25:37.222372+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:25:55.845764+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:26:10.838435+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:26:16.787316+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:26:54.074922+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:26:55.112086+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:27:05.571772+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:27:20.022836+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,
