timestamp,model,is_final,seed,knn_acc_mnist,trustworthiness_mnist,continuity_mnist,knn_acc_fashion_mnist,trustworthiness_fashion_mnist,continuity_fashion_mnist,knn_acc_newsgroups,trustworthiness_newsgroups,continuity_newsgroups,knn_acc_mnist_std,trustworthiness_mnist_std,continuity_mnist_std,knn_acc_fashion_mnist_std,trustworthiness_fashion_mnist_std,continuity_fashion_mnist_std,knn_acc_newsgroups_std,trustworthiness_newsgroups_std,continuity_newsgroups_std,elapsed_mnist,elapsed_fashion_mnist,elapsed_newsgroups
2026-03-24T15:10:37.206348+00:00,baseline:pacmap,true,42,0.882333,0.900424,0.957766,0.741667,0.959463,0.979273,0.690221,0.845727,0.896751,,,,,,,,,,,,
2026-03-24T15:10:37.207891+00:00,baseline:pacmap,true,123,0.838333,0.902103,0.95752,0.738333,0.956777,0.980071,0.673804,0.845954,0.893877,,,,,,,,,,,,
2026-03-24T15:10:37.208351+00:00,baseline:pacmap,true,456,0.839,0.90134,0.956773,0.731,0.96249,0.979051,0.669879,0.844796,0.8826,,,,,,,,,,,,
2026-03-24T15:10:37.208351+00:00,baseline:pacmap,true,mean,0.853222,0.9012889999999999,0.957353,0.737,0.9595766666666666,0.9794649999999999,0.6779679999999999,0.8454923333333334,0.891076,0.020586386488810213,0.000686396872564743,0.0004222392686617528,0.004455624834595776,0.002333706970084754,0.0004379863011556589,0.008811107119236864,0.0005010271671498685,0.006107203451662605,,,
2026-03-24T15:18:53.795186+00:00,baseline:pca,true,42,0.315333,0.66933,0.927945,0.502667,0.874386,0.968233,0.291577,0.561889,0.778943,,,,,,,,,,,,
2026-03-24T15:18:53.799088+00:00,baseline:pca,true,123,0.332,0.672255,0.926564,0.516333,0.874264,0.968297,0.263383,0.558218,0.776484,,,,,,,,,,,,
2026-03-24T15:18:53.799657+00:00,baseline:pca,true,456,0.330333,0.670707,0.927593,0.501,0.875631,0.967728,0.275517,0.55722,0.781182,,,,,,,,,,,,
2026-03-24T15:18:53.799657+00:00,baseline:pca,true,mean,0.32588866666666666,0.670764,0.9273673333333333,0.5066666666666667,0.8747603333333333,0.968086,0.27682566666666664,0.559109,0.7788696666666667,0.007494944800033938,0.001194806260445627,0.0005859376151851557,0.006868926278700518,0.0006176656772793062,0.00025448903054287964,0.011547290167923475,0.0020075359689595996,0.0019186513203000265,,,
2026-03-24T14:56:14.076421+00:00,baseline:trimap,true,42,0.859,0.893001,0.958602,0.723667,0.953987,0.983251,0.676303,0.844866,0.871401,,,,,,,,,,,,
2026-03-24T14:56:14.085085+00:00,baseline:trimap,true,123,0.815333,0.887623,0.958136,0.741,0.95418,0.983345,0.665596,0.849666,0.875373,,,,,,,,,,,,
2026-03-24T14:56:14.086436+00:00,baseline:trimap,true,456,0.820333,0.890313,0.958236,0.734667,0.958445,0.983725,0.665596,0.851221,0.865613,,,,,,,,,,,,
2026-03-24T14:56:14.086436+00:00,baseline:trimap,true,mean,0.8315553333333333,0.8903123333333335,0.9583246666666666,0.7331113333333333,0.9555373333333333,0.9834403333333332,0.669165,0.8485843333333333,0.8707956666666666,0.019513368004752257,0.002195559356721853,0.00020030865072569884,0.007161158953378691,0.0020575400090615046,0.00020491515859549024,0.005047328204109587,0.0027048115563853194,0.004007428213816046,,,
2026-03-24T15:10:56.810454+00:00,baseline:tsne,true,42,0.867667,0.962627,0.965815,0.780333,0.980293,0.98395,0.685939,0.937336,0.920896,,,,,,,,,,,,
2026-03-24T15:10:56.811969+00:00,baseline:tsne,true,123,0.863,0.960531,0.967988,0.790333,0.98028,0.983166,0.692363,0.94069,0.922242,,,,,,,,,,,,
2026-03-24T15:10:56.812462+00:00,baseline:tsne,true,456,0.855667,0.960775,0.967066,0.801333,0.981532,0.983386,0.68344,0.93994,0.902643,,,,,,,,,,,,
2026-03-24T15:10:56.812462+00:00,baseline:tsne,true,mean,0.8621113333333333,0.9613109999999999,0.9669563333333334,0.7906663333333332,0.9807016666666666,0.9835006666666667,0.6872473333333332,0.9393220000000001,0.9152603333333333,0.004939115732823263,0.0009358689366928721,0.0008905063478468541,0.008576453553512367,0.0005871583167160827,0.0003301770568784135,0.00375843800297703,0.0014373058129709534,0.0089387081219206,,,
2026-03-24T15:10:37.223708+00:00,baseline:umap,true,42,0.857,0.901257,0.967674,0.749,0.959507,0.981193,0.658101,0.885278,0.917542,,,,,,,,,,,,
2026-03-24T15:10:37.224537+00:00,baseline:umap,true,123,0.839667,0.901587,0.967088,0.736667,0.959828,0.98246,0.670236,0.881147,0.901826,,,,,,,,,,,,
2026-03-24T15:10:37.225025+00:00,baseline:umap,true,456,0.834,0.900849,0.967362,0.734333,0.95867,0.982336,0.675589,0.888002,0.917212,,,,,,,,,,,,
2026-03-24T15:10:37.225025+00:00,baseline:umap,true,mean,0.8435556666666667,0.901231,0.9673746666666667,0.7399999999999999,0.9593349999999999,0.9819963333333334,0.6679753333333333,0.8848090000000001,0.9121933333333333,0.00978404471008227,0.00030184764368800903,0.00023940110461087105,0.0064348990668075,0.0004881454701213511,0.0005702936865237907,0.007316214701302532,0.0028181231342863425,0.007332049523988643,,,
2026-04-14T18:24:52.421820+00:00,anthropic/claude-opus-4.6,false,42,0.867667,0.962627,0.965815,0.780333,0.980293,0.98395,0.697716,0.936591,0.921205,,,,,,,,,,71,71,71
2026-04-14T18:33:12.345336+00:00,anthropic/claude-opus-4.6,false,42,0.867667,0.962627,0.965815,0.780333,0.980293,0.98395,0.698073,0.936602,0.921328,,,,,,,,,,108,108,108
2026-04-14T18:47:40.469655+00:00,anthropic/claude-opus-4.6,false,42,0.867667,0.962627,0.965815,0.780333,0.980293,0.98395,0.698073,0.937397,0.921617,,,,,,,,,,124,124,124
2026-04-14T18:47:55.489341+00:00,anthropic/claude-opus-4.6,true,42,0.867667,0.962627,0.965815,0.780333,0.980293,0.98395,0.698073,0.937397,0.921617,,,,,,,,,,124,124,124
2026-04-14T20:22:45.944653+00:00,deepseek-reasoner,false,42,0.247333,0.56523,0.630119,0.271333,0.690185,0.607663,0.225553,0.508065,0.522288,,,,,,,,,,3771,3771,3924
2026-04-14T20:24:43.797701+00:00,deepseek-reasoner,false,42,0.541,0.730648,0.929878,0.65,0.879831,0.953002,0.471449,0.609259,0.837647,,,,,,,,,,38,39,39
2026-04-14T20:52:04.097544+00:00,deepseek-reasoner,false,42,0.321,0.58981,0.641979,0.380333,0.690166,0.627161,0.277302,0.53199,0.585655,,,,,,,,,,1544,1561,1561
2026-04-14T20:52:38.051824+00:00,deepseek-reasoner,true,42,0.541,0.730648,0.929878,0.65,0.879831,0.953002,0.471449,0.609259,0.837647,,,,,,,,,,38,39,39
2026-04-14T18:22:07.009691+00:00,google/gemini-3.1-pro-preview,false,42,0.279,0.591778,0.689551,0.575667,0.872757,0.912459,0.33262,0.616682,0.602171,,,,,,,,,,491,491,491
2026-04-14T18:36:45.584461+00:00,google/gemini-3.1-pro-preview,false,42,0.852333,0.904525,0.962511,0.721333,0.957361,0.980166,0.620985,0.884279,0.902228,,,,,,,,,,671,704,704
2026-04-14T18:14:26.435937+00:00,openai/gpt-5.4,false,42,0.75,0.798613,0.957146,0.699333,0.940169,0.982765,0.577088,0.659047,0.876174,,,,,,,,,,51,51,51
2026-04-14T18:16:34.288715+00:00,openai/gpt-5.4,false,42,0.875,0.920733,0.952903,0.755667,0.976455,0.981007,0.650607,0.852212,0.853485,,,,,,,,,,45,45,45
2026-04-14T18:16:41.585753+00:00,openai/gpt-5.4,true,42,0.875,0.920733,0.952903,0.755667,0.976455,0.981007,0.650607,0.852212,0.853485,,,,,,,,,,45,45,45
2026-04-14T18:18:08.170642+00:00,qwen/qwen3.6-plus,true,42,,,,,,,,,,,,,,,,,,,,,
2026-05-03T08:37:19.884634+00:00,google/gemini-3.1-pro-preview,true,42,0.852333,0.904525,0.962511,0.721333,0.957361,0.980166,0.620985,0.884279,0.902228,,,,,,,,,,671,704,704
2026-07-17T19:35:16.911347+00:00,baseline:trimap,false,3,,,,,,,,,,,,,,,,,,,,,
2026-07-17T19:35:25.934340+00:00,baseline:pacmap,false,3,,,,,,,,,,,,,,,,,,,,,
2026-07-17T19:36:08.018672+00:00,baseline:tsne,false,2,0.869667,0.962429,0.966283,0.797,0.982314,0.983673,0.684868,0.939298,0.922013,,,,,,,,,,42.4,38.6,27.2
2026-07-17T19:36:11.297098+00:00,baseline:trimap,false,2,,,,,,,,,,,,,,,,,,,,,
2026-07-17T19:36:20.700274+00:00,baseline:pca,false,2,0.331,0.668858,0.926898,0.502333,0.871904,0.968406,0.279086,0.561067,0.779627,,,,,,,,,,35.6,30.8,13.9
2026-07-17T19:36:32.807478+00:00,baseline:tsne,false,3,0.873667,0.961704,0.966632,0.803667,0.980666,0.98346,0.701999,0.938132,0.902127,,,,,,,,,,41.8,38.2,26.1
2026-07-17T19:37:23.342616+00:00,baseline:pca,false,3,0.331667,0.671772,0.925555,0.518333,0.872858,0.968132,0.259814,0.559824,0.780293,,,,,,,,,,31.4,30.3,15.4
2026-07-17T19:37:52.128469+00:00,baseline:umap,false,2,0.839333,0.897207,0.96661,0.743,0.962212,0.982453,0.66631,0.886976,0.911418,,,,,,,,,,81.8,70.6,46.9
2026-07-17T19:37:57.124466+00:00,baseline:pacmap,false,2,,,,,,,,,,,,,,,,,,,,,
2026-07-17T19:38:39.117924+00:00,baseline:umap,false,3,0.849667,0.896884,0.965547,0.744,0.961785,0.98279,0.682727,0.892517,0.918055,,,,,,,,,,71.1,73.0,48.5
2026-07-17T19:38:57.291029+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.903667,0.957429,0.959016,0.794667,0.983823,0.978961,0.685582,0.952158,0.908955,,,,,,,,,,47.2,40.1,34.4
2026-07-17T19:39:30.989541+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.903,0.956103,0.955289,0.788333,0.983459,0.978154,0.689864,0.952305,0.890298,,,,,,,,,,54.4,43.2,39.2
2026-07-17T19:40:14.135204+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.898,0.956817,0.958733,0.788,0.98366,0.979577,0.68808,0.955313,0.907949,,,,,,,,,,40.3,49.1,23.9
2026-07-17T19:41:07.660120+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.905,0.958216,0.95986,0.795333,0.983879,0.979835,0.684511,0.951753,0.9131,,,,,,,,,,46.7,40.5,26.3
2026-07-17T19:41:27.175072+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,
