timestamp,model,is_final,seed,rho_d_Car,c_d_Car,l2_press_Car,l2_velo_Car,l2_press_AirfRANS,l2_velo_AirfRANS,l2_press_AirCraft,l2_velo_AirCraft,elapsed_Car,elapsed_AirfRANS,elapsed_AirCraft
2026-04-27T15:46:59.883605+00:00,baseline:graphsage,true,42,0.9780138013801379,0.01933622639107226,0.08946776,0.032951775010232776,0.04583948,0.036863707,0.63603884,0.38028654,23145,23145,23145
2026-04-28T16:23:15.895909+00:00,baseline:graphunet,true,42,0.9812301230123012,0.023146566131552068,0.11347372,0.050491901998661985,0.06417715,0.098622225,0.6617299,0.38009888,17446,17446,17446
2026-04-28T13:08:57.830730+00:00,baseline:pointnet,true,42,0.9622562256225622,0.024671847958955363,0.10617637,0.04248249806728022,0.03876609,0.039101847,0.65660745,0.38819462,5949,5949,5949
2026-04-28T08:13:29.026239+00:00,baseline:transolver,true,42,0.9896429642964295,0.013610350261603767,0.08091276,0.021801395487298526,0.033497095,0.01557171,0.6837884,0.41052997,82799,82799,82799
2026-05-02T21:35:16.402930+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,0.9634323432343233,0.022544276147542924,0.09178744,0.03314118203505338,0.044856958,0.029669942,0.7804512,0.55049056,14084,14084,14084
2026-05-03T01:32:21.089034+00:00,claude-opus-4.6,false,42,0.9875307530753074,0.014677471256819624,0.08074627,0.023790628225067563,0.025927544,0.013662374,0.6721315,0.3990182,28290,28290,28290
2026-05-03T01:43:21.210268+00:00,gemini-3.1-pro-preview,false,42,0.9872187218721871,0.013062747172614901,0.08235431,0.02273209176689196,0.036852583,0.017265905,0.6585573,0.40415922,28896,28896,28896
2026-05-03T02:05:26.896472+00:00,qwen3.6-plus,false,42,0.9845904590459045,0.015855770642975726,0.081381604,0.02429658635725721,0.032347593,0.018517531,0.76839924,0.47638288,29911,29911,29911
2026-05-03T02:51:26.571976+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,0.9669726972697269,0.021843142337948648,0.09202115,0.028294665797382337,0.0522829,0.033751965,0.68522656,0.40222964,10360,10360,10360
2026-05-03T03:53:19.029535+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,,,,,,,,,,,
2026-05-03T03:55:36.420851+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,true,42,0.9669726972697269,0.021843142337948648,0.09202115,0.028294665797382337,0.0522829,0.033751965,0.68522656,0.40222964,10360,10360,10360
2026-05-03T04:36:23.525187+00:00,openai/gpt-5.4,false,42,0.9893069306930692,0.014105468522992387,0.08095155,0.023606754359413454,0.030711614,0.017270027,0.75951475,0.51040447,41738,41738,41738
2026-05-03T08:07:20.638435+00:00,qwen3.6-plus,false,42,,,,,,,,,,,
2026-05-03T09:27:43.183645+00:00,qwen3.6-plus,false,42,,,,,,,,,,,
2026-05-03T09:28:47.219009+00:00,qwen3.6-plus,true,42,0.9845904590459045,0.015855770642975726,0.081381604,0.02429658635725721,0.032347593,0.018517531,0.76839924,0.47638288,29911,29911,29911
2026-05-03T10:28:02.485244+00:00,gemini-3.1-pro-preview,false,42,0.9878787878787878,0.014654703164795457,0.08354629,0.021054004940704307,0.03172142,0.015015892,0.71073,0.43881595,30498,30498,30498
2026-05-03T16:10:55.991592+00:00,openai/gpt-5.4,false,42,0.9893789378937892,0.012996637357953523,0.07970189,0.02286326569529502,0.031863872,0.01860734,0.7506019,0.5128194,41580,41580,41580
2026-05-03T16:11:00.704710+00:00,openai/gpt-5.4,true,42,0.9893789378937892,0.012996637357953523,0.07970189,0.02286326569529502,0.031863872,0.01860734,0.7506019,0.5128194,41580,41580,41580
2026-05-04T02:41:03.794597+00:00,gemini-3.1-pro-preview,false,42,0.9870507050705069,0.015018061423330026,0.084678985,0.02163968257910228,0.033192664,0.015061373,0.7063766,0.41065902,31028,31028,31028
2026-05-04T02:41:18.812422+00:00,gemini-3.1-pro-preview,true,42,0.9878787878787878,0.014654703164795457,0.08354629,0.021054004940704307,0.03172142,0.015015892,0.71073,0.43881595,30498,30498,30498
2026-05-04T11:32:25.941064+00:00,claude-opus-4-6,false,42,0.9848304830483048,0.015823433093317855,0.08037911,0.021890082928378275,0.034115072,0.015973859,0.6573435,0.38938102,28638,28638,28638
