timestamp,model,is_final,seed,eval_return_halfcheetah_v4,eval_return_reacher_v4,eval_return_ant_v4,eval_return_halfcheetah_v4_std,eval_return_reacher_v4_std,eval_return_ant_v4_std,elapsed_halfcheetah-v4,elapsed_reacher-v4,elapsed_ant-v4,elapsed_halfcheetah-v4_std,elapsed_reacher-v4_std,elapsed_ant-v4_std
2026-03-31T10:43:20.281388+00:00,anthropic/claude-opus-4.6,false,42,11040.2,-3.75,5174.36,,,,15359,15376,9715,,,
2026-03-31T10:43:20.281837+00:00,anthropic/claude-opus-4.6,false,123,11365.97,-4.14,5436.26,,,,15376,15376,9715,,,
2026-03-31T10:43:20.282083+00:00,anthropic/claude-opus-4.6,false,456,11636.25,-3.4,5296.99,,,,15376,15376,9715,,,
2026-03-31T10:43:20.282300+00:00,anthropic/claude-opus-4.6,false,mean,11347.473333333333,-3.763333333333333,5302.536666666667,298.45518195088033,0.3701801363300484,131.03807322047058,15370.333333333334,15376.0,9715.0,9.814954576223638,0.0,0.0
2026-03-31T20:35:31.387498+00:00,anthropic/claude-opus-4.6,false,42,9989.5,-3.78,5430.9,,,,15436,15436,17116,,,
2026-05-03T09:09:56.074523+00:00,anthropic/claude-opus-4.6,true,42,11040.2,-3.75,5174.36,,,,15359,15376,9715,,,
2026-05-03T09:09:56.075523+00:00,anthropic/claude-opus-4.6,true,123,11365.97,-4.14,5436.26,,,,15376,15376,9715,,,
2026-05-03T09:09:56.076523+00:00,anthropic/claude-opus-4.6,true,456,11636.25,-3.4,5296.99,,,,15376,15376,9715,,,
2026-05-03T09:09:56.077523+00:00,anthropic/claude-opus-4.6,true,mean,11347.473333333333,-3.763333333333333,5302.536666666667,298.45518195088033,0.3701801363300484,131.03807322047058,15370.333333333334,15376.0,9715.0,9.814954576223638,0.0,0.0
2026-03-31T01:43:16.846904+00:00,baseline:ddpg,true,42,12015.74,-3.89,585.48,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:ddpg,true,123,11386.58,-4.36,569.48,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:ddpg,true,456,11142.13,-3.58,2574.16,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:ddpg,true,mean,11514.816666666666,-3.9433333333333334,1243.04,450.70177505012504,0.3927255190757706,1152.8114940440175,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:sac,true,42,10011.45,-4.72,3498.36,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:sac,true,123,10123.73,-5.18,3226.12,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:sac,true,456,10946.16,-4.37,4006.81,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:sac,true,mean,10360.446666666667,-4.756666666666667,3577.096666666667,510.3398683557195,0.4062429486567529,396.25599810391935,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:td3,true,42,10446.16,-3.81,4763.55,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:td3,true,123,11283.09,-4.2,3407.22,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:td3,true,456,11435.12,-3.48,5756.65,,,,,,,,,
2026-03-31T01:43:16.846904+00:00,baseline:td3,true,mean,11054.79,-3.83,4642.473333333333,532.5421465949905,0.36041642581880207,1179.3854334496984,,,,,,
2026-04-09T10:59:50.377813+00:00,deepseek-reasoner,false,42,-685.41,-9.65,-1879.87,,,,4051,4054,3916,,,
2026-04-09T10:59:50.378723+00:00,deepseek-reasoner,false,123,-392.44,-12.01,313.02,,,,4051,4054,3992,,,
2026-04-09T10:59:50.379280+00:00,deepseek-reasoner,false,456,-520.52,-11.19,207.3,,,,4054,4054,3992,,,
2026-04-09T10:59:50.379776+00:00,deepseek-reasoner,false,mean,-532.79,-10.95,-453.1833333333333,146.8699080819485,1.1981652640600124,1236.6771257015039,4052.0,4054.0,3966.6666666666665,1.7320508075688772,0.0,43.87862045841156
2026-04-09T16:19:19.254163+00:00,deepseek-reasoner,false,42,10561.24,-4.66,2904.76,,,,12164,12164,12679,,,
2026-05-03T08:51:14.851389+00:00,deepseek-reasoner,true,42,10561.24,-4.66,2904.76,,,,12164,12164,12679,,,
2026-03-31T02:54:58.101628+00:00,google/gemini-3.1-pro-preview,false,42,-1.71,-40.86,989.93,,,,38,38,49,,,
