timestamp,model,is_final,seed,mse_ETTh1,mae_ETTh1,mse_Weather,mae_Weather,mse_ECL,mae_ECL,elapsed_ETTh1,elapsed_Weather,elapsed_ECL
2026-03-02T17:11:26.862640+00:00,baseline:dlinear,true,42,0.3961581289768219,0.4108412563800812,0.19622044265270233,0.2561100721359253,0.21036776900291443,0.3015504777431488,,,
2026-03-02T17:13:40.980959+00:00,baseline:itransformer,true,42,0.39497387409210205,0.40979042649269104,0.1753385215997696,0.21590271592140198,0.14819909632205963,0.23978275060653687,,,
2026-03-02T17:14:26.183389+00:00,baseline:patchtst,true,42,0.3794446289539337,0.3986070454120636,0.17384560406208038,0.21566644310951233,0.18187110126018524,0.2742832899093628,,,
2026-03-03T07:55:02.808947+00:00,baseline:timemixer,true,42,0.37674444913864136,0.39684417843818665,0.16213928163051605,0.20891571044921875,0.1561010330915451,0.24749454855918884,,,
2026-04-04T10:03:31.336625+00:00,baseline:timexer,true,42,0.3862977921962738,0.40475478768348694,0.15854032337665558,0.20649230480194092,0.14018414914608002,0.24221943318843842,309,1214,1685
2026-04-05T03:42:19.677048+00:00,google/gemini-3.1-pro-preview,false,42,0.42521512508392334,0.4303673207759857,0.17207928001880646,0.21893437206745148,0.1986633986234665,0.3008725643157959,53,578,578
2026-04-05T04:22:19.308299+00:00,anthropic/claude-opus-4.6,false,42,0.4047788381576538,0.41363969445228577,0.1961347758769989,0.23634974658489227,0.2117575854063034,0.2955131530761719,57,562,562
2026-04-05T04:43:31.623971+00:00,google/gemini-3.1-pro-preview,false,42,0.397972047328949,0.4102379083633423,0.16795165836811066,0.21471886336803436,0.17933984100818634,0.28354203701019287,64,567,567
2026-04-05T05:07:16.629876+00:00,gpt-5.4-pro,false,42,0.3929401934146881,0.40306273102760315,0.17460599541664124,0.21415235102176666,0.16009706258773804,0.25114646553993225,53,522,549
2026-04-05T05:37:04.615793+00:00,anthropic/claude-opus-4.6,false,42,0.3974266052246094,0.4078768491744995,0.19494600594043732,0.23460981249809265,0.20217007398605347,0.2844681441783905,43,477,496
2026-04-05T05:37:16.316671+00:00,anthropic/claude-opus-4.6,true,42,0.3974266052246094,0.4078768491744995,0.19494600594043732,0.23460981249809265,0.20217007398605347,0.2844681441783905,43,477,496
2026-04-06T11:35:03.843303+00:00,deepseek-reasoner,false,42,0.5126751065254211,0.5100468993186951,0.20105333626270294,0.2837071120738983,0.2357625663280487,0.34563905000686646,48,270,270
2026-04-06T11:57:01.146797+00:00,deepseek-reasoner,false,42,0.5072761178016663,0.482664555311203,0.17366008460521698,0.22439046204090118,0.18636654317378998,0.29439741373062134,43,277,347
2026-04-06T14:59:03.472945+00:00,qwen/qwen3.6-plus:free,false,42,0.44591066241264343,0.44510483741760254,0.17863835394382477,0.22919560968875885,0.20871983468532562,0.30970171093940735,72,675,675
2026-04-06T15:19:58.547692+00:00,openai/gpt-5.4-pro,false,42,0.38560959696769714,0.40122848749160767,0.17617124319076538,0.2165222018957138,0.17594188451766968,0.26372358202934265,74,700,700
2026-04-06T15:33:06.067734+00:00,qwen/qwen3.6-plus:free,false,42,0.43117883801460266,0.43379709124565125,0.17753249406814575,0.2276487946510315,0.1890125721693039,0.2930687367916107,78,674,674
2026-04-06T15:50:52.497958+00:00,openai/gpt-5.4-pro,false,42,0.39003613591194153,0.40443503856658936,0.1724964827299118,0.21095377206802368,0.16772516071796417,0.2567006051540375,60,716,716
2026-04-06T15:56:02.745166+00:00,openai/gpt-5.4-pro,true,42,0.39003613591194153,0.40443503856658936,0.1724964827299118,0.21095377206802368,0.16772516071796417,0.2567006051540375,60,716,716
2026-04-06T16:02:34.440048+00:00,qwen/qwen3.6-plus:free,true,42,0.391825407743454,0.4015462398529053,0.17273657023906708,0.21931494772434235,0.18597637116909027,0.27448180317878723,75,678,678
2026-04-26T06:55:07.312390+00:00,gpt-5.4,false,42,0.4381707012653351,0.43778160214424133,0.21672981977462769,0.250409334897995,0.27087080478668213,0.33544978499412537,59,404,404
2026-04-26T07:06:37.046457+00:00,gpt-5.4,false,42,0.4589933454990387,0.45141956210136414,0.25014814734458923,0.26837748289108276,0.2930813729763031,0.3484967350959778,60,403,403
2026-04-26T07:06:41.130066+00:00,gpt-5.4,true,42,0.4381707012653351,0.43778160214424133,0.21672981977462769,0.250409334897995,0.27087080478668213,0.33544978499412537,59,404,404
2026-05-03T09:20:23.080161+00:00,deepseek-reasoner,true,42,0.5072761178016663,0.482664555311203,0.17366008460521698,0.22439046204090118,0.18636654317378998,0.29439741373062134,43,277,347
2026-05-03T09:20:29.323140+00:00,google/gemini-3.1-pro-preview,true,42,0.397972047328949,0.4102379083633423,0.16795165836811066,0.21471886336803436,0.17933984100818634,0.28354203701019287,64,567,567
