timestamp,model,is_final,seed,d4rl_score_halfcheetah_medium_v2,d4rl_score_maze2d_medium_v1,d4rl_score_walker2d_medium_v2,d4rl_score_halfcheetah_medium_v2_std,d4rl_score_maze2d_medium_v1_std,d4rl_score_walker2d_medium_v2_std,elapsed_halfcheetah-medium-v2,elapsed_maze2d-medium-v1,elapsed_walker2d-medium-v2,elapsed_halfcheetah-medium-v2_std,elapsed_maze2d-medium-v1_std,elapsed_walker2d-medium-v2_std
2026-03-31T12:58:01.204009+00:00,anthropic/claude-opus-4.6,false,42,62.681,32.949,88.076,,,,22333,22385,12079,,,
2026-03-31T12:58:01.207639+00:00,anthropic/claude-opus-4.6,false,123,62.658,74.234,86.909,,,,22385,22385,12079,,,
2026-03-31T12:58:01.208025+00:00,anthropic/claude-opus-4.6,false,456,60.331,115.178,84.589,,,,22385,22385,12079,,,
2026-03-31T12:58:01.222596+00:00,anthropic/claude-opus-4.6,false,mean,61.89,74.12033333333333,86.52466666666666,1.3501825802460918,41.11461784248193,1.774986291026871,22367.666666666668,22385.0,12079.0,30.02221399786054,0.0,0.0
2026-03-31T19:58:06.877366+00:00,anthropic/claude-opus-4.6,false,42,61.077,53.497,85.047,,,,5146,5146,5277,,,
2026-05-03T09:09:35.926635+00:00,anthropic/claude-opus-4.6,true,42,62.681,32.949,88.076,,,,22333,22385,12079,,,
2026-05-03T09:09:35.927635+00:00,anthropic/claude-opus-4.6,true,123,62.658,74.234,86.909,,,,22385,22385,12079,,,
2026-05-03T09:09:35.928635+00:00,anthropic/claude-opus-4.6,true,456,60.331,115.178,84.589,,,,22385,22385,12079,,,
2026-05-03T09:09:35.929635+00:00,anthropic/claude-opus-4.6,true,mean,61.89,74.12033333333333,86.52466666666666,1.3501825802460918,41.11461784248193,1.774986291026871,22367.666666666668,22385.0,12079.0,30.02221399786054,0.0,0.0
2026-03-31T01:43:16.843142+00:00,baseline:iql,true,42,48.094,29.694,75.467,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:iql,true,123,48.23,32.797,78.934,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:iql,true,456,47.982,38.701,86.984,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:iql,true,mean,48.102,33.730666666666664,80.46166666666666,0.12419339757007887,4.575512248189632,5.908523193940539,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:rebrac,true,42,62.099,81.726,88.642,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:rebrac,true,123,64.863,85.019,87.212,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:rebrac,true,456,63.078,115.103,86.753,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:rebrac,true,mean,63.346666666666664,93.94933333333334,87.53566666666666,1.4014493688083547,18.393454605737695,0.9852158815880546,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:td3_bc,true,42,48.18,114.989,85.318,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:td3_bc,true,123,48.007,27.197,85.268,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:td3_bc,true,456,48.796,8.692,84.838,,,,,,,,,
2026-03-31T01:43:16.843142+00:00,baseline:td3_bc,true,mean,48.327666666666666,50.29266666666667,85.14133333333332,0.4147099387925659,56.78750228996987,0.26388128644020004,,,,,,
2026-05-03T08:58:03.798029+00:00,claude-opus-4.6:ctx_baseline,false,42,60.953,53.232,88.264,,,,,,32934,,,
2026-05-03T08:58:03.800231+00:00,claude-opus-4.6:ctx_baseline,false,123,63.058,75.18,82.484,,,,,,32934,,,
2026-05-03T08:58:03.801960+00:00,claude-opus-4.6:ctx_baseline,false,456,58.631,115.557,85.414,,,,,,32934,,,
2026-05-03T08:58:03.803667+00:00,claude-opus-4.6:ctx_baseline,false,mean,60.88066666666667,81.32300000000001,85.38733333333333,2.214386220453273,31.613347544984858,2.8900922707300083,,,32934.0,,,0.0
2026-05-03T08:27:59.475848+00:00,claude-opus-4.6:ctx_theory,false,42,61.208,53.724,67.384,,,,,,,,,
2026-05-03T08:27:59.477568+00:00,claude-opus-4.6:ctx_theory,false,123,62.64,75.331,63.148,,,,,,,,,
2026-05-03T08:27:59.478671+00:00,claude-opus-4.6:ctx_theory,false,456,60.007,116.427,76.611,,,,,,,,,
2026-05-03T08:27:59.479751+00:00,claude-opus-4.6:ctx_theory,false,mean,61.285,81.82733333333334,69.04766666666667,1.318187771146434,31.852288965368466,6.8839619648377885,,,,,,
2026-05-04T02:51:17.368590+00:00,claude-opus-4.6:web,false,42,61.97,34.235,86.204,,,,19469,19470,11408,,,
2026-05-04T02:51:17.370386+00:00,claude-opus-4.6:web,false,123,62.109,75.634,85.907,,,,19470,19470,11408,,,
2026-05-04T02:51:17.371823+00:00,claude-opus-4.6:web,false,456,59.656,115.178,85.641,,,,19470,19470,11418,,,
2026-05-04T02:51:17.373139+00:00,claude-opus-4.6:web,false,mean,61.245,75.01566666666666,85.91733333333333,1.3778682810776952,40.475042487109675,0.2816422080110331,19469.666666666668,19470.0,11411.333333333334,0.5773502691896257,0.0,5.773502691896257
2026-04-05T12:50:41.032357+00:00,deepseek-reasoner,false,42,,,,,,,20,26,18,,,
2026-04-05T12:50:41.032979+00:00,deepseek-reasoner,false,123,,,,,,,20,26,18,,,
2026-04-05T12:50:41.033620+00:00,deepseek-reasoner,false,456,,,,,,,20,26,19,,,
2026-04-05T12:50:41.034004+00:00,deepseek-reasoner,false,mean,,,,,,,20.0,26.0,18.333333333333332,0.0,0.0,0.5773502691896257
2026-04-05T21:24:49.196943+00:00,deepseek-reasoner,false,42,51.66,17.888,79.969,,,,26882,26882,26973,,,
2026-04-06T07:26:47.909124+00:00,deepseek-reasoner,true,42,51.697,34.803,79.969,,,,,,26733,,,
2026-04-06T07:26:47.909800+00:00,deepseek-reasoner,true,123,50.902,31.548,82.828,,,,,,26766,,,
2026-04-06T07:26:47.910291+00:00,deepseek-reasoner,true,456,51.969,38.89,80.603,,,,,,26838,,,
2026-04-06T07:26:47.910715+00:00,deepseek-reasoner,true,mean,51.522666666666666,35.08033333333333,81.13333333333333,0.5544513804954712,3.6788485064396634,1.5014693914074133,,,26779.0,,,53.693575034635195
2026-05-03T16:55:32.122028+00:00,gemini-3.1-pro-preview:ctx_baseline,false,42,62.017,52.74,86.177,,,,,,31126,,,
2026-05-03T16:55:32.125270+00:00,gemini-3.1-pro-preview:ctx_baseline,false,123,61.761,57.205,82.159,,,,,,31130,,,
2026-05-03T16:55:32.127454+00:00,gemini-3.1-pro-preview:ctx_baseline,false,456,61.64,77.942,85.596,,,,,,31231,,,
2026-05-03T16:55:32.129533+00:00,gemini-3.1-pro-preview:ctx_baseline,false,mean,61.806000000000004,62.629,84.644,0.19248636315334242,13.44804941246127,2.1715913519813066,,,31162.333333333332,,,59.50070027599115
2026-05-03T22:29:12.069904+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,47.052,49.41,84.442,,,,22961,23058,14300,,,
