timestamp,model,is_final,seed,rel_err_NS,rel_err_DiffSorp,rel_err_Advection,rel_err_Burgers,rel_err_NS_std,rel_err_DiffSorp_std,rel_err_Advection_std,rel_err_Burgers_std,elapsed_NS,elapsed_DiffSorp,elapsed_Burgers
2026-03-16T22:58:51.798672+00:00,baseline:fno,true,42,0.08880793441087008,0.023172324150800706,0.06876708600670099,0.09584618911147118,,,,,,,
2026-03-16T22:58:51.801671+00:00,baseline:fno,true,123,0.08870199222117663,0.025486045945435763,0.06842039108276367,0.11037019059062005,,,,,,,
2026-03-16T22:58:51.803192+00:00,baseline:fno,true,456,0.08923468470573426,0.01904690984636545,0.0763799137994647,0.09261729881167412,,,,,,,
2026-03-16T22:58:51.803192+00:00,baseline:fno,true,mean,0.08891487044592698,0.022568426647533973,0.07118913029630979,0.09961122617125512,0.00023024162304170062,0.0026632233066250697,0.0036731661524303395,0.0077210931728135205,,,
2026-03-17T18:52:18.745532+00:00,baseline:transformer,true,42,0.06774888444691897,0.019457992613315583,0.9557365149259567,0.8955990117788315,,,,,,,
2026-03-17T18:52:18.748397+00:00,baseline:transformer,true,123,0.056943964138627054,0.043360926732420924,0.9990406548976898,0.9368170017004013,,,,,,,
2026-03-17T18:52:18.748867+00:00,baseline:transformer,true,456,0.0648166118375957,0.02421568213030696,0.7029641091823577,0.9280040711164474,,,,,,,
2026-03-17T18:52:18.748867+00:00,baseline:transformer,true,mean,0.06316982014104723,0.029011533825347824,0.885913759668668,0.92014002819856,0.004562201068636386,0.010330786029668549,0.13056733408340235,0.017722171641843403,,,
2026-03-17T06:20:13.010350+00:00,baseline:transolver,true,42,0.12607772648334503,0.03163164995610714,0.2915994057059288,0.5243329578638076,,,,,,,
2026-03-17T06:20:13.013070+00:00,baseline:transolver,true,123,0.13707391440868377,0.024988323710858823,12.044216384887696,0.4791016215085983,,,,,,,
2026-03-17T06:20:13.013544+00:00,baseline:transolver,true,456,0.13245651356875895,0.02662478594109416,11.23696434020996,0.46102070063352585,,,,,,,
2026-03-17T06:20:13.013544+00:00,baseline:transolver,true,mean,0.1318693848202626,0.02774825320268671,7.857593376934528,0.4881517600019773,0.004508331350424054,0.0028260785452760015,5.360106500522151,0.026627545060962047,,,
2026-04-23T15:51:38.421874+00:00,baseline:fno,false,42,0.11329032927751541,0.029172320179641248,,0.10860735766589641,,,,,4911,3409,4763
2026-04-24T11:35:45.996724+00:00,baseline:fno,false,42,0.10677673637866975,0.029172320179641248,,0.10860735766589641,,,,,6330,3468,4681
2026-04-24T12:48:39.146017+00:00,baseline:transolver,false,42,0.12841819405555724,0.02161090586334467,,0.7672291165590286,,,,,32573,14819,22057
2026-04-25T01:46:19.100205+00:00,baseline:transformer,false,42,,0.025850824043154717,,0.7840708541870117,,,,,,26287,45024
