timestamp,model,is_final,seed,f_score_PSM,precision_PSM,recall_PSM,f_score_MSL,precision_MSL,recall_MSL,f_score_SMAP,precision_SMAP,recall_SMAP,elapsed_PSM,elapsed_MSL,elapsed_SMAP,f_score_PSM_std,precision_PSM_std,recall_PSM_std,elapsed_PSM_std,f_score_MSL_std,precision_MSL_std,recall_MSL_std,elapsed_MSL_std,f_score_SMAP_std,precision_SMAP_std,recall_SMAP_std,elapsed_SMAP_std
2026-03-02T16:51:44.801834+00:00,baseline:dlinear,true,42,0.9663,0.9865,0.9469,0.8187,0.8969,0.753,0.6733,0.8987,0.5383,,,,,,,,,,,,,,,
2026-03-02T16:52:43.165448+00:00,baseline:patchtst,true,42,0.9617,0.9888,0.9361,0.7904,0.8867,0.713,0.6883,0.904,0.5557,,,,,,,,,,,,,,,
2026-03-02T16:56:52.353812+00:00,baseline:timesnet,true,42,0.9738,0.985,0.9629,0.818,0.8955,0.7529,0.6943,0.9011,0.5647,,,,,,,,,,,,,,,
2026-04-04T18:40:56.120620+00:00,gpt-5.4-pro,false,42,0.9675,0.9854,0.9502,0.7782,0.8795,0.6979,0.687,0.9051,0.5536,992,1076,1772,,,,,,,,,,,,
2026-04-04T18:40:56.138988+00:00,gpt-5.4-pro,false,123,0.9677,0.9857,0.9503,0.7822,0.8796,0.7043,0.6878,0.9026,0.5556,992,1079,1772,,,,,,,,,,,,
2026-04-04T18:40:56.139609+00:00,gpt-5.4-pro,false,456,0.9673,0.9851,0.9501,0.7824,0.8821,0.703,0.6883,0.9034,0.556,992,1079,1772,,,,,,,,,,,,
2026-04-04T18:40:56.139954+00:00,gpt-5.4-pro,false,mean,0.9675,0.9854,0.9502,0.7809333333333334,0.8804,0.7017333333333333,0.6877,0.9037,0.5550666666666667,992.0,1078.0,1772.0,0.00019999999999997797,0.00030000000000002247,0.0001000000000000445,0.0,0.00236924741918891,0.0014730919862656234,0.003382799629498252,1.7320508075688772,0.0006557438524301786,0.0012767145334803994,0.0012858201014657527,0.0
2026-04-04T19:16:46.293032+00:00,gpt-5.4-pro,false,42,0.9685,0.989,0.9488,0.7549,0.8732,0.6649,0.67,0.9039,0.5322,1024,1044,1309,,,,,,,,,,,,
2026-04-04T19:20:07.326641+00:00,gpt-5.4-pro,true,42,0.9675,0.9854,0.9502,0.7782,0.8795,0.6979,0.687,0.9051,0.5536,992,1076,1772,,,,,,,,,,,,
2026-04-04T19:20:07.817000+00:00,gpt-5.4-pro,true,123,0.9677,0.9857,0.9503,0.7822,0.8796,0.7043,0.6878,0.9026,0.5556,992,1079,1772,,,,,,,,,,,,
2026-04-04T19:20:07.817536+00:00,gpt-5.4-pro,true,456,0.9673,0.9851,0.9501,0.7824,0.8821,0.703,0.6883,0.9034,0.556,992,1079,1772,,,,,,,,,,,,
2026-04-04T19:20:07.818012+00:00,gpt-5.4-pro,true,mean,0.9675,0.9854,0.9502,0.7809333333333334,0.8804,0.7017333333333333,0.6877,0.9037,0.5550666666666667,992.0,1078.0,1772.0,0.00019999999999997797,0.00030000000000002247,0.0001000000000000445,0.0,0.00236924741918891,0.0014730919862656234,0.003382799629498252,1.7320508075688772,0.0006557438524301786,0.0012767145334803994,0.0012858201014657527,0.0
2026-04-05T04:06:30.809881+00:00,google/gemini-3.1-pro-preview,false,42,0.9352,0.9897,0.8864,0.7383,0.8706,0.6409,0.6893,0.902,0.5578,545,328,938,,,,,,,,,,,,
2026-04-05T04:06:35.406775+00:00,google/gemini-3.1-pro-preview,false,123,0.9404,0.9898,0.8957,0.7402,0.8701,0.6441,0.6881,0.9,0.557,545,328,938,,,,,,,,,,,,
2026-04-05T04:06:38.605967+00:00,google/gemini-3.1-pro-preview,false,456,0.9348,0.9901,0.8853,0.7399,0.8724,0.6423,0.6718,0.8985,0.5364,545,329,938,,,,,,,,,,,,
2026-04-05T04:06:41.410941+00:00,google/gemini-3.1-pro-preview,false,mean,0.9368,0.9898666666666667,0.8891333333333333,0.7394666666666666,0.8710333333333333,0.6424333333333333,0.6830666666666667,0.9001666666666667,0.5504,545.0,328.3333333333333,938.0,0.003124099870362673,0.00020816659994659034,0.005713434460404168,0.0,0.0010214368964029852,0.0012096831541082427,0.0016041612554021205,0.5773502691896257,0.009775650021013141,0.001755942292142151,0.01213095214729661,0.0
2026-04-05T04:33:51.353520+00:00,anthropic/claude-opus-4.6,false,42,0.9339,0.9823,0.8899,0.7744,0.8769,0.6934,0.6705,0.8971,0.5353,249,143,433,,,,,,,,,,,,
2026-04-05T04:33:51.356218+00:00,anthropic/claude-opus-4.6,false,123,0.9223,0.9816,0.8698,0.7774,0.8806,0.6958,0.6712,0.8989,0.5356,250,143,433,,,,,,,,,,,,
2026-04-05T04:33:51.357620+00:00,anthropic/claude-opus-4.6,false,456,0.9557,0.9818,0.9309,0.7737,0.8745,0.6938,0.6711,0.9006,0.5348,250,143,433,,,,,,,,,,,,
