,timestamp,model,is_final,seed,eval_return_cartpole_v1,elapsed_cartpole-v1,eval_return_lunarlander_v2,elapsed_lunarlander-v2,eval_return_acrobot_v1,elapsed_acrobot-v1,eval_return_cartpole_v1_std,elapsed_cartpole-v1_std,eval_return_lunarlander_v2_std,elapsed_lunarlander-v2_std,eval_return_acrobot_v1_std,elapsed_acrobot-v1_std
,2026-07-20T12:41:55.233651+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,500.0,665.9,211.71,834.9,-84.4,618.4,,,,,,
,2026-07-20T12:41:55.327680+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,123,500.0,682.9,182.88,859.4,-84.8,625.4,,,,,,
,2026-07-20T12:41:55.392839+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,456,500.0,685.0,215.0,850.6,-77.6,616.9,,,,,,
,2026-07-20T12:41:55.451048+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,mean,500.0,677.9333333333333,203.19666666666666,848.3,-82.26666666666667,620.2333333333333,0.0,10.473935904583982,17.671480790622315,12.410882321575695,4.046397574798275,4.536885862938733
,2026-07-20T12:43:33.740283+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,9.5,9.1,-511.84,10.0,-500.0,10.8,,,,,,
,2026-07-20T12:43:33.797508+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,123,9.1,9.0,-383.74,9.7,-500.0,10.5,,,,,,
,2026-07-20T12:43:33.840671+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,456,9.5,9.2,-195.61,10.1,-500.0,10.9,,,,,,
,2026-07-20T12:43:33.895419+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,mean,9.366666666666667,9.1,-363.73,9.933333333333334,-500.0,10.733333333333334,0.23094010767585052,0.09999999999999964,159.0617908235664,0.20816659994661352,0.0,0.20816659994661352
,2026-07-20T13:29:27.753393+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,500.0,663.0,-81.99,884.1,-88.4,676.2,,,,,,
,2026-07-20T13:29:27.833172+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,123,498.9,662.4,-103.84,867.9,-87.5,655.3,,,,,,
,2026-07-20T13:29:27.886001+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,456,500.0,684.2,-66.1,884.1,-90.7,668.3,,,,,,
,2026-07-20T13:29:27.918640+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,mean,499.6333333333333,669.8666666666667,-83.97666666666666,878.7,-88.86666666666667,666.6,0.6350852961086014,12.416655480979335,18.948272568583487,9.353074360871963,1.6502525059315425,10.553198567259164
,2026-07-20T13:29:32.995563+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,500.0,665.9,211.71,834.9,-84.4,618.4,,,,,,
,2026-07-20T13:29:33.045564+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,123,500.0,682.9,182.88,859.4,-84.8,625.4,,,,,,
,2026-07-20T13:29:33.093057+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,456,500.0,685.0,215.0,850.6,-77.6,616.9,,,,,,
,2026-07-20T13:29:33.127222+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,mean,500.0,677.9333333333333,203.19666666666666,848.3,-82.26666666666667,620.2333333333333,0.0,10.473935904583982,17.671480790622315,12.410882321575695,4.046397574798275,4.536885862938733
,2026-07-20T12:43:39.419938+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,9.1,603.5,140.81,886.3,-85.4,666.0,,,,,,
,2026-07-20T12:43:39.483706+00:00,claude-fable-5__rl:eng:ctx_proposal,false,123,13.1,616.4,135.34,888.8,-76.0,672.8,,,,,,
,2026-07-20T12:43:39.537635+00:00,claude-fable-5__rl:eng:ctx_proposal,false,456,315.9,611.2,188.78,877.9,-85.1,672.4,,,,,,
,2026-07-20T12:43:39.565670+00:00,claude-fable-5__rl:eng:ctx_proposal,false,mean,112.69999999999999,610.3666666666667,154.97666666666666,884.3333333333333,-82.16666666666667,670.4,175.98772684480016,6.490249096400941,29.40202770785262,5.709932865921734,5.342596122984904,3.815756805667762
,2026-07-20T13:29:57.805684+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,186.3,610.7,-5.2,888.7,-76.1,655.7,,,,,,
,2026-07-20T13:29:57.947401+00:00,claude-fable-5__rl:eng:ctx_proposal,false,123,90.8,608.6,118.69,875.9,-79.4,664.2,,,,,,
,2026-07-20T13:29:58.034446+00:00,claude-fable-5__rl:eng:ctx_proposal,false,456,124.7,619.0,179.35,885.8,-500.0,667.4,,,,,,
,2026-07-20T13:29:58.061953+00:00,claude-fable-5__rl:eng:ctx_proposal,false,mean,133.93333333333334,612.7666666666667,97.61333333333333,883.4666666666667,-218.5,662.4333333333334,48.414908172311286,5.499393905998473,94.062984395209,6.7114330312783155,243.7917348886135,6.046762219017133
,2026-07-20T12:41:04.077906+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,500.0,744.4,223.53,975.3,-87.7,690.6,,,,,,
,2026-07-20T12:41:04.146368+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,123,500.0,751.7,272.05,976.1,-80.7,696.2,,,,,,
,2026-07-20T12:41:04.167863+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,456,500.0,745.1,221.13,957.8,-86.9,688.0,,,,,,
,2026-07-20T12:41:04.182712+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,mean,500.0,747.0666666666667,238.90333333333334,969.7333333333333,-85.10000000000001,691.6,0.0,4.027819923151178,28.730926426645794,10.342307930695826,3.831448812133604,4.190465367951415
,2026-07-20T13:30:19.474494+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,500.0,739.7,165.35,957.4,-79.1,686.0,,,,,,
,2026-07-20T13:30:19.552598+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,123,500.0,742.2,104.69,958.4,-81.3,687.1,,,,,,
,2026-07-20T13:30:19.586090+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,456,500.0,747.7,181.56,958.6,-96.7,693.8,,,,,,
,2026-07-20T13:30:19.613987+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,mean,500.0,743.2,150.53333333333333,958.1333333333333,-85.7,688.9666666666667,0.0,4.092676385936225,40.520358257712054,0.6429100507328802,9.589577675789487,4.221768981521024
,2026-07-20T12:42:17.017628+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,500.0,743.8,41.46,969.0,-500.0,780.9,,,,,,
,2026-07-20T12:42:17.113214+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,123,500.0,741.3,-80.11,968.6,-500.0,782.9,,,,,,
,2026-07-20T12:42:17.164518+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,456,500.0,752.2,70.62,971.9,-500.0,785.9,,,,,,
