timestamp,model,is_final,seed,test_return_mean_mmm,test_return_std_mmm,test_battle_won_mean_mmm,test_return_mean_2s3z,test_return_std_2s3z,test_battle_won_mean_2s3z,test_return_mean_3s5z,test_return_std_3s5z,test_battle_won_mean_3s5z,test_return_mean_mmm_std,test_battle_won_mean_mmm_std,test_return_mean_2s3z_std,test_battle_won_mean_2s3z_std,test_return_mean_3s5z_std,test_battle_won_mean_3s5z_std,elapsed_2s3z,elapsed_3s5z,test_return_std_2s3z_std,elapsed_2s3z_std,test_return_std_3s5z_std,elapsed_3s5z_std,elapsed_mmm,test_return_std_mmm_std,elapsed_mmm_std
2026-04-14T12:30:00+00:00,baseline:ippo_critic,true,42,19.6626,4.3306,0.2812,12.963,3.0324,0.125,19.1323,2.2579,0.8125,,,,,,,11719,22325,,,,,21957,,
2026-04-14T12:30:00+00:00,baseline:ippo_critic,true,123,23.5022,3.5858,0.9062,19.6462,1.626,0.9062,17.0841,3.2235,0.4688,,,,,,,44563,22325,,,,,23333,,
2026-04-14T12:30:00+00:00,baseline:ippo_critic,true,456,22.0115,4.5152,0.7188,14.6372,3.9967,0.3125,18.3477,2.3278,0.625,,,,,,,22325,22325,,,,,23333,,
2026-04-14T12:30:00+00:00,baseline:ippo_critic,true,mean,21.72543333333333,4.143866666666667,0.6354000000000001,15.748800000000001,2.885033333333334,0.4479,18.188033333333333,2.6030666666666664,0.6354333333333333,1.580507860010684,0.26188155083294173,2.8393698221025505,0.3329847143638879,0.843761772592768,0.1405087502217883,26202.333333333332,22325.0,0.9734277317237726,,0.43963973382254207,,22874.333333333332,0.4017446065461102,
2026-04-14T12:30:00+00:00,baseline:mappo_critic,true,42,22.8356,2.1537,0.9688,19.7017,1.1678,0.9375,18.239,2.9804,0.7188,,,,,,,12838,21409,,,,,20083,,
2026-04-14T12:30:00+00:00,baseline:mappo_critic,true,123,23.0203,1.2367,0.9375,18.7471,2.4062,0.7812,18.528,2.1047,0.6562,,,,,,,41487,21408,,,,,20227,,
2026-04-14T12:30:00+00:00,baseline:mappo_critic,true,456,22.6024,2.147,0.875,18.8685,2.4819,0.7812,19.0867,2.22,0.8438,,,,,,,20849,21408,,,,,20303,,
2026-04-14T12:30:00+00:00,baseline:mappo_critic,true,mean,22.819433333333333,1.8457999999999999,0.9270999999999999,19.105766666666668,2.0186333333333333,0.8333,18.617900000000002,2.435033333333333,0.7395999999999999,0.17098951884707872,0.038993418248041124,0.4242930538620153,0.07368052659963825,0.3518620278840368,0.07798683649608223,25058.0,21408.333333333332,0.6024232417679636,,0.3884946360276062,,20204.333333333332,0.430707425831813,
2026-04-14T12:30:00+00:00,baseline:mat_critic,true,42,18.1752,0.8641,0.0,4.9203,2.9212,0.0,13.609,1.2758,0.0,,,,,,,13613,19108,,,,,19759,,
2026-04-14T12:30:00+00:00,baseline:mat_critic,true,123,20.6972,3.8362,0.4062,18.8608,2.4902,0.8125,15.5036,0.3831,0.0,,,,,,,42425,19108,,,,,19776,,
2026-04-14T12:30:00+00:00,baseline:mat_critic,true,456,17.9718,0.8605,0.0,18.7663,2.7104,0.8125,16.2752,3.194,0.3438,,,,,,,19108,19108,,,,,19776,,
2026-04-14T12:30:00+00:00,baseline:mat_critic,true,mean,18.948066666666666,1.8536,0.1354,14.182466666666668,2.707266666666667,0.5416666666666666,15.129266666666666,1.6176333333333333,0.1146,1.2396083933601314,0.19148451634531707,6.54945448534117,0.3830161731427132,1.1201933444226895,0.16206887424795668,25048.666666666668,19108.0,0.17596896190963762,,1.1727253794284302,,19770.333333333332,1.4019106747578463,
2026-04-18T17:02:26.031197+00:00,claude-opus-4.6,false,42,23.332,0.5857,1.0,19.3634,2.1808,0.9062,18.5033,2.3119,0.6875,,,,,,,45559,36058,,,,,45392,,
2026-04-22T12:29:21.137886+00:00,claude-opus-4.6,false,42,23.332,0.5857,1.0,19.3634,2.1808,0.9062,18.5033,2.3119,0.6875,,,,,,,51419,35123,,,,,50844,,
2026-04-22T12:29:21.152312+00:00,claude-opus-4.6,true,42,23.332,0.5857,1.0,19.3634,2.1808,0.9062,18.5033,2.3119,0.6875,,,,,,,51419,35123,,,,,50844,,
2026-04-18T17:02:26.033263+00:00,claude-opus-4.6,false,123,23.2673,1.8487,0.9688,7.1736,2.6879,0.0,4.3693,0.8686,0.0,,,,,,,45559,,,,,,45559,,
2026-04-22T12:29:21.142911+00:00,claude-opus-4.6,false,123,23.2673,1.8487,0.9688,7.1736,2.6879,0.0,4.3693,0.8686,0.0,,,,,,,51419,,,,,,51419,,
2026-04-22T12:29:21.155426+00:00,claude-opus-4.6,true,123,23.2673,1.8487,0.9688,7.1736,2.6879,0.0,4.3693,0.8686,0.0,,,,,,,51419,,,,,,51419,,
2026-04-18T17:02:26.035082+00:00,claude-opus-4.6,false,456,23.0437,2.7972,0.9375,18.7024,2.2972,0.75,16.7513,3.5044,0.5,,,,,,,34927,,,,,,45559,,
2026-04-22T12:29:21.145772+00:00,claude-opus-4.6,false,456,23.0437,2.7972,0.9375,18.7024,2.2972,0.75,16.7513,3.5044,0.5,,,,,,,34040,,,,,,51419,,
2026-04-22T12:29:21.158381+00:00,claude-opus-4.6,true,456,23.0437,2.7972,0.9375,18.7024,2.2972,0.75,16.7513,3.5044,0.5,,,,,,,34040,,,,,,51419,,
2026-04-18T17:02:26.036817+00:00,claude-opus-4.6,false,mean,23.214333333333332,1.7438666666666667,0.9687666666666667,15.0798,2.3886333333333334,0.5520666666666667,13.207966666666668,2.2283,0.3958333333333333,0.15127234821120863,0.03125001333333049,6.854941945778972,0.4844407222079223,7.704472553869819,0.3553900439423329,42015.0,36058.0,0.26562688744427454,6138.388062024101,1.3198871656319717,,45503.333333333336,1.1094708573609915,96.4174949546675
2026-04-22T12:29:21.148667+00:00,claude-opus-4.6,false,mean,23.214333333333332,1.7438666666666667,0.9687666666666667,15.0798,2.3886333333333334,0.5520666666666667,13.207966666666668,2.2283,0.3958333333333333,0.15127234821120863,0.03125001333333049,6.854941945778972,0.4844407222079223,7.704472553869819,0.3553900439423329,45626.0,35123.0,0.26562688744427454,10033.770328246506,1.3198871656319717,,51227.333333333336,1.1094708573609915,331.9764047840348
2026-04-22T12:29:21.161427+00:00,claude-opus-4.6,true,mean,23.214333333333332,1.7438666666666667,0.9687666666666667,15.0798,2.3886333333333334,0.5520666666666667,13.207966666666668,2.2283,0.3958333333333333,0.15127234821120863,0.03125001333333049,6.854941945778972,0.4844407222079223,7.704472553869819,0.3553900439423329,45626.0,35123.0,0.26562688744427454,10033.770328246506,1.3198871656319717,,51227.333333333336,1.1094708573609915,331.9764047840348
2026-04-21T01:42:26.587103+00:00,deepseek-reasoner,false,42,22.9877,1.2254,0.9688,19.2224,1.8113,0.8438,18.2264,2.5555,0.6562,,,,,,,58640,47853,,,,,57947,,
2026-04-21T01:42:26.608313+00:00,deepseek-reasoner,true,42,22.9877,1.2254,0.9688,19.2224,1.8113,0.8438,18.2264,2.5555,0.6562,,,,,,,58640,47853,,,,,57947,,
2026-04-21T01:42:26.594673+00:00,deepseek-reasoner,false,123,23.8583,0.7718,1.0,19.6942,1.1849,0.9375,19.4921,1.3675,0.875,,,,,,,58640,47853,,,,,58640,,
2026-04-21T01:42:26.610360+00:00,deepseek-reasoner,true,123,23.8583,0.7718,1.0,19.6942,1.1849,0.9375,19.4921,1.3675,0.875,,,,,,,58640,47853,,,,,58640,,
2026-04-21T01:42:26.598451+00:00,deepseek-reasoner,false,456,22.9988,1.7239,0.9375,17.0005,4.0192,0.5938,18.5943,2.4827,0.7188,,,,,,,47853,47853,,,,,58640,,
2026-04-21T01:42:26.612326+00:00,deepseek-reasoner,true,456,22.9988,1.7239,0.9375,17.0005,4.0192,0.5938,18.5943,2.4827,0.7188,,,,,,,47853,47853,,,,,58640,,
2026-04-21T01:42:26.605594+00:00,deepseek-reasoner,false,mean,23.2816,1.2403666666666666,0.9687666666666667,18.639033333333334,2.3384666666666667,0.7917,18.770933333333335,2.1352333333333333,0.75,0.4994676866424895,0.03125001333333049,1.438486156809767,0.1776745057682728,0.6510749752012688,0.11268735510251361,55044.333333333336,47853.0,1.4888729439859307,6227.877353748493,0.6658722199741729,0.0,58409.0,0.47622642023866474,400.10373654841067
2026-04-21T01:42:26.614289+00:00,deepseek-reasoner,true,mean,23.2816,1.2403666666666666,0.9687666666666667,18.639033333333334,2.3384666666666667,0.7917,18.770933333333335,2.1352333333333333,0.75,0.4994676866424895,0.03125001333333049,1.438486156809767,0.1776745057682728,0.6510749752012688,0.11268735510251361,55044.333333333336,47853.0,1.4888729439859307,6227.877353748493,0.6658722199741729,0.0,58409.0,0.47622642023866474,400.10373654841067
2026-04-18T17:02:22.453476+00:00,gemini-3.1-pro-preview,false,42,22.8984,1.9115,0.9062,18.6275,2.5525,0.75,,,,,,,,,,,,,,,,,,
2026-04-21T09:39:13.521875+00:00,gemini-3.1-pro-preview,false,42,23.2446,0.5687,1.0,19.6847,1.2246,0.9375,17.8032,2.8169,0.5938,,,,,,,45997,35911,,,,,45322,,
2026-04-21T09:39:13.531632+00:00,gemini-3.1-pro-preview,true,42,23.2446,0.5687,1.0,19.6847,1.2246,0.9375,17.8032,2.8169,0.5938,,,,,,,45997,35911,,,,,45322,,
2026-04-18T17:02:22.455783+00:00,gemini-3.1-pro-preview,false,123,22.4153,2.6297,0.875,18.9077,2.3584,0.8125,,,,,,,,,,,,,,,,,,
2026-04-21T09:39:13.524755+00:00,gemini-3.1-pro-preview,false,123,23.1813,0.5635,1.0,18.9822,2.1749,0.8125,19.4897,1.4211,0.875,,,,,,,45997,35911,,,,,45322,,
2026-04-21T09:39:13.533761+00:00,gemini-3.1-pro-preview,true,123,23.1813,0.5635,1.0,18.9822,2.1749,0.8125,19.4897,1.4211,0.875,,,,,,,45997,35911,,,,,45322,,
2026-04-18T17:02:22.457477+00:00,gemini-3.1-pro-preview,false,456,23.2927,2.4901,0.9688,,,,,,,,,,,,,,,,,,,,,
2026-04-21T09:39:13.526896+00:00,gemini-3.1-pro-preview,false,456,22.9676,1.2022,0.9688,20.0,0.0,1.0,19.0288,2.1558,0.8125,,,,,,,33132,35911,,,,,45997,,
2026-04-21T09:39:13.535842+00:00,gemini-3.1-pro-preview,true,456,22.9676,1.2022,0.9688,20.0,0.0,1.0,19.0288,2.1558,0.8125,,,,,,,33132,35911,,,,,45997,,
2026-04-18T17:02:22.459104+00:00,gemini-3.1-pro-preview,false,mean,22.8688,2.3437666666666668,0.9166666666666666,18.7676,2.45545,0.78125,,,,0.4394483018513107,0.0477679111259152,0.19813132008846857,0.04419417382415922,,,,,0.137249426228309,,,,,0.38080558469294196,
2026-04-21T09:39:13.528934+00:00,gemini-3.1-pro-preview,false,mean,23.131166666666665,0.7781333333333333,0.9896,19.555633333333333,1.1331666666666667,0.9166666666666666,18.7739,2.131266666666667,0.7604333333333333,0.14514566246820126,0.018013328398716326,0.5210305781173826,0.09547032697824667,0.8716656870612719,0.14765352462211437,41708.666666666664,35911.0,1.0903290986364316,7427.611213124535,0.6982233334208571,0.0,45547.0,0.36726170959321813,389.7114317029974
2026-04-21T09:39:13.537922+00:00,gemini-3.1-pro-preview,true,mean,23.131166666666665,0.7781333333333333,0.9896,19.555633333333333,1.1331666666666667,0.9166666666666666,18.7739,2.131266666666667,0.7604333333333333,0.14514566246820126,0.018013328398716326,0.5210305781173826,0.09547032697824667,0.8716656870612719,0.14765352462211437,41708.666666666664,35911.0,1.0903290986364316,7427.611213124535,0.6982233334208571,0.0,45547.0,0.36726170959321813,389.7114317029974
2026-04-21T14:28:38.850019+00:00,gpt-5.4,false,42,23.0864,2.0345,0.9375,19.693,1.1941,0.9375,18.5904,2.1851,0.6875,,,,,,,47005,38610,,,,,47005,,
2026-04-21T14:28:41.167065+00:00,gpt-5.4,true,42,23.0864,2.0345,0.9375,19.693,1.1941,0.9375,18.5904,2.1851,0.6875,,,,,,,47005,38610,,,,,47005,,
2026-04-21T14:28:38.852593+00:00,gpt-5.4,false,123,22.4994,3.374,0.9062,19.8327,0.9314,0.9688,19.2669,1.9568,0.875,,,,,,,47005,38610,,,,,47005,,
2026-04-21T14:28:41.169696+00:00,gpt-5.4,true,123,22.4994,3.374,0.9062,19.8327,0.9314,0.9688,19.2669,1.9568,0.875,,,,,,,47005,38610,,,,,47005,,
2026-04-21T14:28:38.854887+00:00,gpt-5.4,false,456,23.388,0.7653,1.0,19.6697,1.3098,0.9375,19.4243,1.5238,0.875,,,,,,,34938,38610,,,,,47005,,
