timestamp,model,is_final,seed,val_loss_gpt-345m,wikitext2_ppl_gpt-345m,lambada_ppl_gpt-345m,elapsed_gpt-345m,arc_easy_lm-eval-345m,hellaswag_lm-eval-345m,piqa_lm-eval-345m,winogrande_lm-eval-345m,elapsed_lm-eval-345m
2026-04-12T00:56:49.140090+00:00,baseline:binary_sign,true,42,2.7352,81.28,110.18,22601,47.01,28.7,58.87,51.46,1084
2026-04-12T01:00:44.477013+00:00,baseline:int2_uniform,true,42,2.4392,54.05,81.97,23255,53.83,31.53,62.89,50.36,1295
2026-04-12T01:08:49.331512+00:00,baseline:ternary_158bit,true,42,2.7213,77.93,109.8,22494,46.68,28.43,59.68,50.83,1209
2026-04-19T08:17:11.806333+00:00,qwen3.6-plus,false,42,2.6688,113.41,166.48,20342,48.74,28.86,59.03,52.64,1296
2026-04-19T08:17:11.806333+00:00,qwen3.6-plus,true,42,2.6688,113.41,166.48,20342,48.74,28.86,59.03,52.64,1296
2026-04-20T15:36:53.611658+00:00,claude-opus-4.6,false,42,2.5467,60.96,91.53,22722,50.08,30.81,61.15,49.25,881
2026-04-20T15:36:53.611658+00:00,claude-opus-4.6,true,42,2.5467,60.96,91.53,22722,50.08,30.81,61.15,49.25,881
2026-04-20T15:36:53.611672+00:00,claude-opus-4.6,false,42,2.3741,48.77,75.75,20571,55.22,32.12,61.64,50.59,890
2026-04-20T15:36:53.618070+00:00,deepseek-reasoner,false,42,2.7198,78.05,109.62,22630,46.72,28.44,60.66,49.64,1165
2026-04-20T15:36:53.618085+00:00,deepseek-reasoner,false,42,2.7222,78.32,109.98,22858,44.87,28.74,61.21,49.88,1176
2026-04-20T15:36:53.618093+00:00,deepseek-reasoner,false,42,5.1422,1205.11,975.99,23878,34.13,25.06,53.26,49.96,1260
2026-04-20T15:36:53.618093+00:00,deepseek-reasoner,true,42,5.1422,1205.11,975.99,23878,34.13,25.06,53.26,49.96,1260
2026-04-20T15:36:53.625291+00:00,gemini-3.1-pro-preview,false,42,2.504,57.33,86.72,24767,50.25,30.86,61.64,50.51,1577
2026-04-20T15:36:53.625291+00:00,gemini-3.1-pro-preview,true,42,2.504,57.33,86.72,24767,50.25,30.86,61.64,50.51,1577
2026-04-20T15:36:53.631235+00:00,gpt-5.4,false,42,2.6962,76.08,108.95,25663,46.55,28.83,60.72,50.83,2500
2026-04-20T15:36:53.631235+00:00,gpt-5.4,true,42,2.6962,76.08,108.95,25663,46.55,28.83,60.72,50.83,2500
2026-04-20T15:36:53.631249+00:00,gpt-5.4,false,42,2.6964,75.71,108.06,25843,47.85,28.51,60.77,51.38,3090
