timestamp,model,is_final,seed,psnr_inv-scatter,ssim_inv-scatter,elapsed_inv-scatter,elapsed_blackhole,elapsed_inpainting
2026-07-18T11:13:01.070791+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,34.35536415100098,0.9266096580028534,2826.3,44.0,143.0
2026-07-18T12:01:39.768440+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,34.34737785339355,0.9234458029270172,2147.7,184.2,560.2
2026-07-18T11:12:49.019779+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,40.04481719970703,0.990294149518013,2816.4,49.3,66.2
2026-07-18T12:04:50.890079+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,40.04393081665039,0.9909462064504624,2129.5,135.9,742.9
2026-07-18T11:13:00.693096+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,34.700033569335936,0.9318340742588043,2865.1,43.4,84.3
2026-07-18T12:04:54.205388+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,34.68921657562256,0.9316740602254867,2080.2,80.3,819.2
2026-07-18T11:12:48.631376+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,25.201840286254882,0.8276200288534165,2894.5,41.9,65.0
2026-07-18T11:16:47.573965+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,
2026-07-18T12:05:00.630784+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,25.19865114212036,0.8275426644086837,2147.1,67.0,458.0
2026-07-18T11:14:22.981968+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,34.3459906578064,0.9227383238077164,2872.3,48.6,182.1
2026-07-18T12:05:04.128012+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,34.348951740264894,0.9209752959012986,2273.7,277.0,452.2
2026-07-18T12:05:07.468266+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,25.201840286254882,0.8276200288534165,2894.5,41.9,65.0
2026-07-18T11:15:14.223342+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,27.641807670593263,0.8670839315652847,2935.4,50.6,117.5
2026-07-18T11:23:10.138721+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,
2026-07-18T12:07:07.099328+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,27.648863277435304,0.8671846920251847,2263.9,150.7,114.3
2026-07-18T12:07:17.280717+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,27.648863277435304,0.8671846920251847,2263.9,150.7,114.3
2026-07-18T11:15:59.375147+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,25.213109493255615,0.8278260344266891,2986.4,63.0,129.1
2026-07-18T11:23:15.018459+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,
2026-07-18T12:08:52.223501+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,25.216966419219972,0.8279917746782303,2329.7,240.6,189.4
2026-07-18T12:09:05.045242+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,25.216966419219972,0.8279917746782303,2329.7,240.6,189.4
2026-07-18T11:16:18.371899+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,39.84738307952881,0.9832883483171463,3007.8,57.2,104.8
2026-07-18T11:26:12.489487+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,
2026-07-18T12:09:25.459305+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,39.84815658569336,0.9831936550140381,2341.1,198.1,102.7
2026-07-18T12:09:33.311679+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,39.84815658569336,0.9831936550140381,2341.1,198.1,102.7
2026-07-18T12:09:34.813731+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,28.22643674850464,0.8749888366460801,2880.0,116.8,91.4
2026-07-18T12:10:55.878726+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,
2026-07-18T12:11:04.216806+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,34.700033569335936,0.9318340742588043,2865.1,43.4,84.3
2026-07-18T11:18:44.023994+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,39.82011386871338,0.9894172424077987,3123.6,47.6,160.2
2026-07-18T11:28:13.286941+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,
2026-07-18T12:11:51.973212+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,39.818114318847655,0.9895678329467773,2372.2,134.4,75.6
2026-07-18T12:11:52.263522+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,27.352275390625,0.8620964956283569,2906.4,233.7,71.2
2026-07-18T12:12:01.400663+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,
2026-07-18T12:12:02.060498+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,39.818114318847655,0.9895678329467773,2372.2,134.4,75.6
2026-07-18T12:15:51.059548+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,30.570028858184813,0.8983722639083862,3109.1,124.9,48.8
2026-07-18T11:12:16.432940+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,26.415404434204103,0.8485989266633988,2808.2,55.6,82.9
2026-07-18T11:50:21.729388+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,26.425341796875,0.8487266600131989,2119.9,148.8,51.6
