timestamp,model,is_final,seed,hv_zdt1,igd_zdt1,spread_zdt1,hv_zdt3,igd_zdt3,spread_zdt3,hv_dtlz2,igd_dtlz2,spread_dtlz2,hv_dtlz1,igd_dtlz1,spread_dtlz1,hv_zdt1_std,igd_zdt1_std,spread_zdt1_std,hv_zdt3_std,igd_zdt3_std,spread_zdt3_std,hv_dtlz2_std,igd_dtlz2_std,spread_dtlz2_std,hv_dtlz1_std,igd_dtlz1_std,spread_dtlz1_std,elapsed_zdt1,elapsed_zdt3,elapsed_dtlz2,elapsed_dtlz1
2026-04-04T08:13:12.917026+00:00,baseline:agemoea,true,42,0.862315,0.008046,0.577339,1.319455,0.008213,0.797826,2.608721,0.094496,0.563211,0.957994,0.024981,0.711593,,,,,,,,,,,,,11.6,11.7,33.9,40.3
2026-04-04T08:13:09.550421+00:00,baseline:agemoea,true,123,0.863436,0.007373,0.569991,1.315362,0.008676,0.782489,2.587001,0.100379,0.568961,0.961048,0.024663,0.548269,,,,,,,,,,,,,11.5,12.3,34.5,37.0
2026-04-04T08:13:10.521319+00:00,baseline:agemoea,true,456,0.86288,0.007717,0.602835,1.314204,0.008226,0.713374,2.520952,0.07664,0.423988,0.950543,0.02544,5.213905,,,,,,,,,,,,,11.6,11.7,34.3,38.0
2026-04-04T08:13:12.917026+00:00,baseline:agemoea,true,mean,0.862877,0.007712,0.5833883333333333,1.3163403333333334,0.008371666666666666,0.764563,2.5722246666666666,0.090505,0.51872,0.9565283333333333,0.025027999999999998,2.157922333333333,0.0004576512500437856,0.0002747738464022121,0.014074276993468924,0.002252569249151393,0.0002152615979582876,0.036733646547364024,0.037323847250190605,0.010093928571175841,0.06702675830343184,0.004412096276777684,0.00031894513634793056,2.1619345081769294,11.566666666666668,11.9,34.23333333333333,38.43333333333333
2026-04-04T08:12:02.118270+00:00,baseline:moead,true,42,0.853753,0.018339,0.653059,1.321243,0.008975,0.861657,2.732675,0.076572,0.874195,0.947858,0.034879,4.126954,,,,,,,,,,,,,3.7,3.8,3.8,4.7
2026-04-04T08:12:02.121101+00:00,baseline:moead,true,123,0.867004,0.005144,0.441319,1.320707,0.009705,1.063942,2.736475,0.075392,0.822092,0.948853,0.034569,0.607818,,,,,,,,,,,,,3.9,3.7,3.8,4.8
2026-04-04T08:12:02.093785+00:00,baseline:moead,true,456,0.867243,0.005283,0.427163,1.319909,0.010006,0.893107,2.743155,0.076372,0.841458,0.962985,0.033058,8.489105,,,,,,,,,,,,,3.9,3.8,3.6,4.7
2026-04-04T08:12:02.121101+00:00,baseline:moead,true,mean,0.8626666666666667,0.009588666666666667,0.5071803333333333,1.3206196666666667,0.009562,0.9395686666666666,2.737435,0.076112,0.8459150000000001,0.953232,0.03416866666666667,4.407959,0.0063036693194431555,0.006187680251022098,0.10331355872724975,0.0005480932605152196,0.0004328795059443983,0.08887751931106586,0.00433195875634406,0.0005156226010045195,0.021503167038058997,0.006908365122564583,0.0007954916020228572,3.223651558053486,3.8333333333333335,3.766666666666667,3.733333333333333,4.733333333333333
2026-04-04T07:18:14.114372+00:00,baseline:nsga2,true,42,0.867747,0.005287,0.334358,1.325581,0.005892,0.57439,2.739722,0.065272,0.635657,0.967098,0.033324,1.492978,,,,,,,,,,,,,2,2,2,2
2026-04-04T07:18:14.115899+00:00,baseline:nsga2,true,123,0.868105,0.00533,0.3782,1.325751,0.005606,0.550777,2.744875,0.062239,0.60366,0.971315,0.023641,0.596684,,,,,,,,,,,,,2,2,2,2
